recordid;departmentname;regioncode;departmentcode;oktmodepartment;end_date;autokey
2593599034597840116;МИГРАЦИОННЫЙ ПУНКТ №1 (ДИСЛОКАЦИЯ ПГТ ПОЙКОВСКИЙ) ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО НЕФТЕЮГАНСКОМУ РАЙОНУ;86;860-024;71818000;;MVDR23_DEPARTMENTS_2593599034597840116
2593589661225981501;КЫСЫЛ-СЫРСКИЙ ПОМ РЕСПУБЛИКИ САХА (ЯКУТИЯ);14;143-020;;;MVDR23_DEPARTMENTS_2593589661225981501
2593598928263845024;"МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ № 18 МО МВД РОССИИ ""СЕРОВСКИЙ"" ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ";66;660-054;65721000;;MVDR23_DEPARTMENTS_2593598928263845024
2653916622598706459;Консульский отдел Посольства в Абхазии;99;;;;MVDR23_DEPARTMENTS_2653916622598706459
2593599021276730600;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ГОРОДУ ПЫТЬ-ЯХУ;86;860-010;71885000;;MVDR23_DEPARTMENTS_2593599021276730600
2593598534603249500;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ № 1 (ДИСЛОКАЦИЯ ДЗЕРЖИНСКИЙ РАЙОН) УПРАВЛЕНИЯ МВД РОССИИ ПО Г. ПЕРМИ;59;590-002;57701000;;MVDR23_DEPARTMENTS_2593598534603249500
2994503410180429116;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ""БИЛИБИНСКИЙ"" УМВД РОССИИ ПО ЧУКОТСКОМУ АВТОНОМНОМУ ОКРУГУ";87;870-004;77609101;;MVDR23_DEPARTMENTS_2994503410180429116
3073450493234648364;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ""СКАДОВСКИЙ""";95;840-007;;;MVDR23_DEPARTMENTS_3073450493234648364
2653916600410838281;Консульский отдел посольства в Тбилиси;99;;;;MVDR23_DEPARTMENTS_2653916600410838281
2593599053430265092;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ЕМАНЖЕЛИНСКОМУ РАЙОНУ ЧЕЛЯБИНСКОЙ ОБЛАСТИ;74;740-008;75619000;;MVDR23_DEPARTMENTS_2593599053430265092
2947396128766694791;МВД России / Запорожская область;90;990-085;;;MVDR23_DEPARTMENTS_2947396128766694791
2593598391082555099;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ПО ТОГУЧИНСКОМУ РАЙОНУ;54;540-037;50652101;;MVDR23_DEPARTMENTS_2593598391082555099
2709747268247885004;ФГКУ ДПО ВИПК МВД России;00;;;;MVDR23_DEPARTMENTS_2709747268247885004
2593594831259309630;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ЗАТО МИРНЫЙ (ДИСЛОКАЦИЯ Г. СЕВЕРОДВИНСК);29;290-030;11730000;;MVDR23_DEPARTMENTS_2593594831259309630
2593595657931462185;МИГРАЦИОННЫЙ ПУНКТ МО МВД РОССИИ «ТАНДИНСКИЙ»;17;170-005;;;MVDR23_DEPARTMENTS_2593595657931462185
2892179057808512358;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ПО ВЕРХНЕХАВСКОМУ РАЙОНУ ВОРОНЕЖСКОЙ ОБЛАСТИ;36;360-015;20611000;;MVDR23_DEPARTMENTS_2892179057808512358
2593592427218474398;ВСЕРОССИЙСКИЙ ИНСТИТУТ ПОВЫШЕНИЯ КВАЛИФИКАЦИИ РАБОТНИКОВ МВД РОССИИ;99;901006;;;MVDR23_DEPARTMENTS_2593592427218474398
2593590753187861699;ГУ МВД России по Кемеровской области - Кузбассу;42;;;;MVDR23_DEPARTMENTS_2593590753187861699
2593596001386239712;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО Г. АБАЗА;19;190-004;95702000;;MVDR23_DEPARTMENTS_2593596001386239712
2593598962573251766;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ГОРОДУ СУХОЙ ЛОГ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;66;660-056;65758000;;MVDR23_DEPARTMENTS_2593598962573251766
2593598617935681442;"ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МВД РОССИИ ""КУНГУРСКИЙ""";59;590-029;57530000;;MVDR23_DEPARTMENTS_2593598617935681442
2715328370521937117;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ""ЧАМЗИНСКИЙ""";13;130-007;89657000;;MVDR23_DEPARTMENTS_2715328370521937117
2593598943841490090;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ № 32 МО МВД РОССИИ ""КРАСНОТУРЬИНСКИЙ"" ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ";66;660-036;65742000;;MVDR23_DEPARTMENTS_2593598943841490090
2593598834177217625;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ № 5 УМВД РОССИИ ПО ГОРОДУ ЕКАТЕРИНБУРГУ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;66;660-002;65701000;;MVDR23_DEPARTMENTS_2593598834177217625
2593594275715356519;УМВД России по Сахалинской области;65;;;;MVDR23_DEPARTMENTS_2593594275715356519
2593596243229808498;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ (ДИСЛОКАЦИЯ СТ. КАЗАНСКАЯ) МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МВД РОССИИ «ШОЛОХОВСКИЙ»;61;610-066;60701000;;MVDR23_DEPARTMENTS_2593596243229808498
2593598693718366175;ОТДЕЛ АДРЕСНО-СПРАВОЧНОЙ РАБОТЫ УВМ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;66;660-066;65721000;;MVDR23_DEPARTMENTS_2593598693718366175
2601594947027081178;Посольство России в Греции (Афины);99;;;;MVDR23_DEPARTMENTS_2601594947027081178
2601595075079181394;Генеральное консульство России в Дархане;99;;;;MVDR23_DEPARTMENTS_2601595075079181394
2697432572157237034;"ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ""ПРЕДГОРНЫЙ""";26;260-026;07548000;;MVDR23_DEPARTMENTS_2697432572157237034
2601595002031182861;Генеральное консульство России в Саппоро;99;;;;MVDR23_DEPARTMENTS_2601595002031182861
2593598691336001501;МИГРАЦИОННЫЙ ПУНКТ МО МВД РОССИИ «КОМСОМОЛЬСКИЙ»;21;210-009;97521000;;MVDR23_DEPARTMENTS_2593598691336001501
2593598875247842421;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ГОРОДУ БЕРЕЗОВСКОМУ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;66;660-020;65731000;;MVDR23_DEPARTMENTS_2593598875247842421
2593598964200641719;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ""ТАВДИНСКИЙ” ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ";66;660-058;65721000;;MVDR23_DEPARTMENTS_2593598964200641719
2593599102763668777;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО КИЗИЛЬСКОМУ РАЙОНУ ЧЕЛЯБИНСКОЙ ОБЛАСТИ;74;740-015;75632000;;MVDR23_DEPARTMENTS_2593599102763668777
2593595391425385707;МВД по Республике Башкортостан;02;;;;MVDR23_DEPARTMENTS_2593595391425385707
2899434762689058234;Временное управление МВД России в Херсонской области;61;900-011;;;MVDR23_DEPARTMENTS_2899434762689058234
2601594974306834419;Посольство России в Колумбии (Богота);99;;;;MVDR23_DEPARTMENTS_2601594974306834419
2697432593732736833;"МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ ПО КАРГОПОЛЬСКОМУ МУНИЦИПАЛЬНОМУ ОКРУГУ ОМВД РОССИИ ""НЯНДОМСКИЙ""";29;290-011;11518000;;MVDR23_DEPARTMENTS_2697432593732736833
2593599024565064939;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ГОРОДУ УРАЮ;86;860-013;71878000;;MVDR23_DEPARTMENTS_2593599024565064939
2593598735955006466;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО МАГАРАМКЕНТСКОМУ РАЙОНУ;05;050-030;82637000;;MVDR23_DEPARTMENTS_2593598735955006466
2593598789331719218;ОТДЕЛ ИМИГРАЦИОННОГО КОНТРОЛЯ УВМ МВД ПО РЕСПУБЛИКЕ ДАГЕСТАН;05;050-001;82701000;;MVDR23_DEPARTMENTS_2593598789331719218
2709747252343084227;ОУ МВД России;00;;;;MVDR23_DEPARTMENTS_2709747252343084227
3074267163087869234;"ОТДЕЛ ПО ВОПРОСАМ ОТДЕЛА МВД РФ ""ВАСИЛЬЕВСКИЙ""";90;850-008;;;MVDR23_DEPARTMENTS_3074267163087869234
2709747232017487031;ГУУР МВД России;00;;;;MVDR23_DEPARTMENTS_2709747232017487031
2653916656983610680;Генконсульство в Барселоне;99;;;;MVDR23_DEPARTMENTS_2653916656983610680
2593589341796177019;Территориальный пункт УФМС России по Красноярскому краю и Республике Тыва в Тандинском районе;17;240-085;;;MVDR23_DEPARTMENTS_2593589341796177019
2709747271360058574;"ФКУ ""ГЦАХиТО МВД России""";00;;;;MVDR23_DEPARTMENTS_2709747271360058574
2593595233954436133;УМВД России по Хабаровскому краю;27;;;;MVDR23_DEPARTMENTS_2593595233954436133
2593598842381276255;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ № 14 УМВД РОССИИ ПО ГОРОДУ ЕКАТЕРИНБУРГУ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;66;660-007;65721000;;MVDR23_DEPARTMENTS_2593598842381276255
3074252978253731637;"ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ПУНКТА ПОЛИЦИИ №1 (ДИСЛОКАЦИЯ ПГТ. ВЕСЕЛОЕ) УПРАВЛЕНИЯ МВД РФ ""МЕЛИТОПОЛЬСКОЕ""";90;850-005;;;MVDR23_DEPARTMENTS_3074252978253731637
2593598407557781225;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ГОРОДУ ОБИ;54;540-032;50717000;;MVDR23_DEPARTMENTS_2593598407557781225
2593598633152616364;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛЕНИЯ МВД РОССИИ ПО АЛЕКСАНДРОВСКОМУ МУНИЦИПАЛЬНОМУ ОКРУГУ;59;590-009;57605000;;MVDR23_DEPARTMENTS_2593598633152616364
2593599025630418156;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО СУРГУТСКОМУ РАЙОНУ;86;860-014;71826000;;MVDR23_DEPARTMENTS_2593599025630418156
2593598576714061698;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ МВД РОССИИ ПО ОХАНСКОМУ ГОРОДСКОМУ ОКРУГУ;59;590-035;57642000;;MVDR23_DEPARTMENTS_2593598576714061698
2593598778820793385;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА ПОЛИЦИИ «ЗАРЕЧЬЕ» МУ МВД РОССИИ «БИЙСКОЕ» ГУ МВД РОССИИ ПО АЛТАЙСКОМУ КРАЮ (КРАЙ АЛТАЙСКИЙ);22;220-016;01705000;;MVDR23_DEPARTMENTS_2593598778820793385
2593590483024353092;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИИ ПО ИТУМ-КАЛИНСКОМУ РАЙОНУ;20;200-019;96701000;;MVDR23_DEPARTMENTS_2593590483024353092
2593595664919172656;Территориальный пункт УФМС России по Красноярскому краю и Республике Тыва в Дзун-Хемчикском районе;17;240-083;;;MVDR23_DEPARTMENTS_2593595664919172656
2601594978962511863;Посольство России в ОАЭ (Абу-Даби);99;;;;MVDR23_DEPARTMENTS_2601594978962511863
2601595079307039830;Консульский отдел Посольства России в Азербайджане (Баку);99;;;;MVDR23_DEPARTMENTS_2601595079307039830
2697432587130902330;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО СОЛЕЦКОМУ РАЙОНУ УМВД РОССИИ ПО НОВГОРОДСКОЙ ОБЛАСТИ;53;530-019;49638000;;MVDR23_DEPARTMENTS_2697432587130902330
2593596151777204032;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА ПОЛИЦИИ (ДИСЛОКАЦИЯ Г. ЗВЕРЕВО) МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МВД РОССИИ «КРАСНОСУЛИНСКИЙ»;61;610-031;60701000;;MVDR23_DEPARTMENTS_2593596151777204032
2709747239080694971;ДИТСиЗИ МВД России;00;;;;MVDR23_DEPARTMENTS_2709747239080694971
2593598747850052620;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО РУТУЛЬСКОМУ РАЙОНУ;05;050-033;82642000;;MVDR23_DEPARTMENTS_2593598747850052620
2593598839436874845;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ № 11 УМВД РОССИИ ПО ГОРОДУ ЕКАТЕРИНБУРГУ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;66;660-005;65701000;;MVDR23_DEPARTMENTS_2593598839436874845
2601594932229576652;ДИТСиЗИ МВД России № 9/6746 от 25.11.2016;99;;;;MVDR23_DEPARTMENTS_2601594932229576652
2653916603179078923;Консульский отдел посольства в София;99;;;;MVDR23_DEPARTMENTS_2653916603179078923
2593598512784480075;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО ЗНАМЕНСКОМУ РАЙОНУ;55;550-012;52612000;;MVDR23_DEPARTMENTS_2593598512784480075
2593599060191483145;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО КАСЛИНСКОМУ РАЙОНУ ЧЕЛЯБИНСКОЙ ОБЛАСТИ;74;740-013;75626000;;MVDR23_DEPARTMENTS_2593599060191483145
2593598853982721125;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО ГОРОДУ ЕКАТЕРИНБУРГУ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;66;660-067;65701000;;MVDR23_DEPARTMENTS_2593598853982721125
2697432584329107255;"МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ""ПЕЧЕНГСКИЙ"" УМВД РОССИИ ПО МУРМАНСКОЙ ОБЛАСТИ";51;510-012;47615151;;MVDR23_DEPARTMENTS_2697432584329107255
2593598977236538562;"МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ № 4 (ДИСЛОКАЦИЯ С. СЛАДКОВО) МО МВД РОССИИ ""ИШИМСКИЙ""";72;720-018;71636000;;MVDR23_DEPARTMENTS_2593598977236538562
2593599026779657453;ОТДЕЛЕНИЕ №1 (ДИСЛОКАЦИЯ Г ЛЯНТОР) ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО СУРГУТСКОМУ РАЙОНУ;86;860-015;71826000;;MVDR23_DEPARTMENTS_2593599026779657453
2601595039419208753;Посольство России в КНР;99;;;;MVDR23_DEPARTMENTS_2601595039419208753
2601595061254755397;Генеральное консульство России в Шпицбергене;99;;;;MVDR23_DEPARTMENTS_2601595061254755397
2601595069207155789;Посольство России в Боливии (Ла-Пас);99;;;;MVDR23_DEPARTMENTS_2601595069207155789
2593598699389065188;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО АГРЫЗСКОМУ РАЙОНУ;16;160-026;92601000;;MVDR23_DEPARTMENTS_2593598699389065188
2601595010243630102;Посольство России в Швейцарии (Берн);99;;;;MVDR23_DEPARTMENTS_2601595010243630102
2593591380940952598;ОТЕДЕЛЕНИЕ ПО ВОПРОСАМ ГРАЖДАНСТВА УВМ УМВД РОССИИ ПО КИРОВСКОЙ ОБЛАСТИ;43;430-000;;;MVDR23_DEPARTMENTS_2593591380940952598
2593596143304709947;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ПО Г. ДОНЕЦКУ;61;610-027;60701000;;MVDR23_DEPARTMENTS_2593596143304709947
2593598464700978978;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО КРУТИНСКОМУ РАЙОНУ;55;550-017;52626000;;MVDR23_DEPARTMENTS_2593598464700978978
2653916615837488404;Консульский отдел посольства в Гаване;99;;;;MVDR23_DEPARTMENTS_2653916615837488404
2709747245791581375;Следственный департамент МВД России;00;;;;MVDR23_DEPARTMENTS_2709747245791581375
2593599014775559394;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ УПРАВЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ГОРОДУ НИЖНЕВАРТОВСКУ;86;860-004;71875000;;MVDR23_DEPARTMENTS_2593599014775559394
2593598855475893350;"МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ № 1 МУ МВД РОССИИ ""НИЖНЕТАГИЛЬСКОЕ"" ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ";66;660-010;65751000;;MVDR23_DEPARTMENTS_2593598855475893350
2593590548849760160;МИГРАЦИОННЫЙ ПУНКТ ПП № 2 МО МВД РОССИИ «ДЗУН-ХЕМЧИКСКИЙ»;17;170-017;;;MVDR23_DEPARTMENTS_2593590548849760160
2653916663107294526;Временная группа в г. Астане;99;;;;MVDR23_DEPARTMENTS_2653916663107294526
2593596097477744419;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ МЕЖМУНИЦИПАЛЬНОГО УПРАВЛЕНИЯ МВД РОССИИ «ВОЛГОДОНСКОЕ»;61;610-002;60701000;;MVDR23_DEPARTMENTS_2593596097477744419
2709747221733053617;ГУНК МВД России;00;;;;MVDR23_DEPARTMENTS_2709747221733053617
2601595004791034896;Посольство России в Финляндии (Хельсинки);99;;;;MVDR23_DEPARTMENTS_2601595004791034896
2593598620435486628;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МВД РОССИИ ""ОСИНСКИЙ""";59;590-034;57640000;;MVDR23_DEPARTMENTS_2593598620435486628
2593598489933911862;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО БОЛЬШЕРЕЧЕНСКОМУ РАЙОНУ;55;550-009;52603000;;MVDR23_DEPARTMENTS_2593598489933911862
2892179054184633700;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ""ПЛЕСЕЦКИЙ""";29;290-024;11550000;;MVDR23_DEPARTMENTS_2892179054184633700
2593599113744356657;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ «ЦЕНТРАЛЬНЫЙ» УМВД РОССИИ ПО ГОРОДУ ЧЕЛЯБИНСКУ;74;740-022;75701390;;MVDR23_DEPARTMENTS_2593599113744356657
2593589054738011911;МВД по Чеченской Республике;20;;;;MVDR23_DEPARTMENTS_2593589054738011911
2601594969835706351;Генеральное консульство России в Франкфурте-на-Майне;99;;;;MVDR23_DEPARTMENTS_2601594969835706351
